,model,dag_id,idiomatic_airflow_score,idiomatic_airflow_reasoning,no_hallucination_score,no_hallucination_reasoning,instruction_adherence_score,instruction_adherence_reasoning,overall_score
438,Baseline (Qwen 2.5 1.5B Instruct),118,0,"The code imports 'GCSFileUploadCompletedSensor' which does not exist in the official Airflow Google Cloud provider package. The actual available sensors in airflow.providers.google.cloud.sensors.gcs are GCSObjectExistenceSensor, GCSObjectsWithPrefixExistenceSensor, GCSObjectUpdateSensor, and GCSUploadSessionCompleteSensor. This is a hallucinated/non-existent operator, making the code non-functional and not idiomatic.",0,"The code hallucinates a non-existent sensor 'GCSFileUploadCompletedSensor'. This sensor does not exist in Airflow 3.0.1 or any version of the Google Cloud provider. The available sensors are GCSObjectExistenceSensor, GCSObjectsWithPrefixExistenceSensor, GCSObjectUpdateSensor, and GCSUploadSessionCompleteSensor. Additionally, the code uses deprecated 'dag=dag' parameter passing instead of the context manager pattern or TaskFlow API, though this is a minor style issue compared to the hallucinated import.",0,"The instruction asks for 'synchronous and asynchronous methods' for detecting file uploads and object changes, showcasing 'different monitoring strategies'. While the code attempts to show multiple sensors, it fails because: (1) It uses a hallucinated sensor that doesn't exist, (2) It doesn't demonstrate async vs sync patterns (no deferrable=True parameter usage), (3) The 'different monitoring strategies' are just duplicate tasks with the same sensors rather than truly different approaches (e.g., prefix-based monitoring, update time monitoring, or async deferrable sensors), and (4) Missing GCSObjectUpdateSensor which would be appropriate for 'object changes' detection.",0.0
439,Baseline (Qwen 2.5 1.5B Instruct),120,0,"The code uses deprecated 'airflow.operators.python_operator.PythonOperator' instead of the modern 'airflow.operators.python.PythonOperator'. More critically, the file monitoring logic is wrapped in a PythonOperator with an empty pass statement instead of using appropriate sensors like FileSensor from airflow.sensors.filesystem. The workflow should leverage Airflow's built-in file detection capabilities rather than custom Python functions.",1,"The code uses only standard Airflow libraries and providers (airflow.operators, airflow.providers.docker). There are no imports from internal testing modules or test harness boilerplate. While the implementation is incomplete with placeholder functions, it doesn't contain hallucinated or leaked test code.",0,"The code fails to implement the core business logic requested. All three critical functions (check_for_new_files, move_file_to_destination, print_file_contents) contain only 'pass' statements with no actual implementation. Additionally, there's a critical bug: 'file_path' is referenced in move_file_to_destination_task and print_file_contents_task but is never defined or passed between tasks. The workflow cannot detect files, move them, or print their contents as requested. The tasks are structurally connected but non-functional.",0.3333333333333333
440,Baseline (Qwen 2.5 1.5B Instruct),121,0,"The code fails the idiomatic Airflow criterion. It uses PythonOperator with TrinoHook wrapped in Python functions for all database operations, instead of using the native TrinoOperator from airflow.providers.trino.operators.trino. The idiomatic approach would be to use TrinoOperator directly for executing SQL queries, which is specifically designed for this purpose. Example: `TrinoOperator(task_id='create_schema', sql='CREATE SCHEMA...', trino_conn_id='trino_default')`",0,"The code has a hallucination issue: it imports `PythonOperator` from the deprecated path `airflow.operators.python_operator` instead of the correct path `airflow.operators.python` for Airflow 2.8.4. Additionally, the code references `timedelta` without importing it from datetime module. While not a test harness leak, these are incorrect imports that would cause runtime errors.",1,"The code fulfills the instruction requirements: it demonstrates sequential execution of Trino operations (create schema, define tables, insert data), performs both template-based and parameterized queries, shows dependency chaining with the >> operator, and includes error handling through the 'retries' configuration in default_args. All requested business logic components are present.",0.3333333333333333
441,Baseline (Qwen 2.5 1.5B Instruct),122,0,"The DAG fails the idiomatic Airflow criterion. It imports Hooks (S3Hook, GCSHook, AzureBlobStorageHook) and wraps them in PythonOperator tasks instead of using native Operators. Airflow provides specific operators like S3CreateBucketOperator, S3DeleteBucketOperator, GCSCreateBucketOperator, GCSDeleteBucketOperator, and S3ToGCSOperator that should be used for these cloud resource operations. The pattern of using PythonOperator with Hooks is explicitly the anti-pattern described in the scoring criteria.",0,"The code references undefined functions (provision_aws_s3_bucket, data_transfer_from_aws_s3_to_gcp, cleanup_aws_s3_bucket, cleanup_gcp_bucket) that are never implemented or imported. While the imports themselves are valid Airflow libraries, the code is incomplete and would fail immediately upon execution. Additionally, it imports 'python_operator' which is deprecated in Airflow 3.0.1 (should be 'python' module), and imports AzureBlobStorageHook which is never used in the DAG.",1,"The DAG structure does fulfill the instruction requirements: it demonstrates (1) provisioning cloud resources (aws_s3_bucket_provisioner), (2) performing data transfer (aws_s3_to_gcp_data_transfer), and (3) cleaning up resources (aws_s3_bucket_cleanup and gcp_bucket_cleanup). The workflow dependencies are correctly defined to show the end-to-end process of provision → transfer → cleanup. Despite implementation issues, the logical structure matches the requested systematic workflow.",0.3333333333333333
442,Baseline (Qwen 2.5 1.5B Instruct),123,0,"The code uses PythonOperator with CohereHook instead of using a native Cohere operator if available. While CohereHook is appropriate, wrapping it in a PythonOperator is not idiomatic when a dedicated operator exists. The code follows the anti-pattern of 'def function + PythonOperator' instead of using provider-specific operators. Additionally, the task dependency and output passing pattern is incorrect (using embed_text_task.output and calling execute() manually).",0,"The code has several issues: (1) Missing import for 'timedelta' from datetime module, (2) Uses deprecated 'airflow.operators.python_operator.PythonOperator' instead of 'airflow.operators.python.PythonOperator' for Airflow 3.0.1, (3) Hardcoded API key in code ('YOUR_COHERE_API_KEY') is not production-ready - should use Airflow connections, (4) The CohereHook initialization pattern appears incorrect - should use connection_id parameter, (5) Incorrect task output passing with 'embed_text_task.output' which is not how XCom works, (6) Manual execute() call in trigger_embedding_task is not proper Airflow pattern.",0,"While the code attempts to create embeddings using Cohere, it fails to properly implement a production-ready pipeline. The instruction asks to 'transform raw text data' but the code only handles a single hardcoded string ('Your raw text here') rather than processing actual raw text data from a source. There's no proper data ingestion, no batch processing capability, and the storage mechanism is just a print statement. The workflow logic is also broken with the unnecessary trigger_embedding_task that manually calls execute(). The DAG doesn't fulfill the requirement of preparing unstructured text for NLP tasks in any meaningful way.",0.0
443,Baseline (Qwen 2.5 1.5B Instruct),124,0,"The code uses PythonOperator with OracleHook instead of the native OracleOperator. Airflow provides airflow.providers.oracle.operators.oracle.OracleOperator and OracleStoredProcedureOperator specifically designed for executing SQL queries and stored procedures. The current implementation wraps hook logic in Python callables, which is the anti-pattern described in the scoring criteria.",1,"The code uses only standard Airflow libraries (airflow.providers.oracle.hooks.oracle.OracleHook, airflow.operators.python_operator.PythonOperator) and does not import any internal testing modules or include test harness boilerplate. The code is clean from a hallucination perspective.",0,"While the code attempts to demonstrate SQL query execution and stored procedure interactions, it has critical issues: 1) The stored procedure call references undefined variables 'param1' and 'param2' which would cause runtime errors, 2) The instruction asks to 'showcase different methods of executing database operations using Oracle connection parameters' but the code doesn't demonstrate different methods or showcase connection parameter usage, 3) The code is not production-ready due to the undefined variables. The DAG partially fulfills the intent but fails on execution correctness and completeness.",0.3333333333333333
444,Baseline (Qwen 2.5 1.5B Instruct),125,0,"While the DAG uses native GCS operators (GCSCreateBucketOperator, GCSToGCSOperator), the cleanup task incorrectly uses GCSCreateBucketOperator with a non-existent 'delete_objects' parameter to delete resources. The idiomatic approach would be to use GCSDeleteBucketOperator from airflow.providers.google.cloud.operators.gcs for cleanup. This is a misuse of the operator API.",0,"The code hallucinates a 'delete_objects' parameter for GCSCreateBucketOperator in the cleanup_resources_task. This parameter does not exist in the actual Airflow GCS provider API. The GCSCreateBucketOperator is designed to create buckets, not delete them or their contents.",0,"The DAG attempts to fulfill the instruction but fails in the cleanup phase. While it creates a bucket, transfers data using GCSToGCSOperator (specialized operator), it does not properly clean up cloud resources. The cleanup task uses the wrong operator (GCSCreateBucketOperator instead of GCSDeleteBucketOperator) and a non-existent parameter. Additionally, the destination bucket 'another-gcs-bucket' is never created, which would cause the transfer to fail. A complete solution should create both buckets and properly delete them after transfer.",0.0
445,Baseline (Qwen 2.5 1.5B Instruct),126,0,The code uses PythonOperator with PostgresHook wrapped in Python functions instead of using the native PostgresOperator (airflow.providers.postgres.operators.postgres.PostgresOperator) which is specifically designed for executing SQL queries. This is the anti-pattern described in the scoring criteria - wrapping Hook logic in PythonOperator instead of using the appropriate Operator.,0,"The code has several issues: 1) Uses deprecated 'airflow.operators.python_operator.PythonOperator' instead of 'airflow.operators.python.PythonOperator' (correct for Airflow 3.x), 2) Missing 'from datetime import timedelta' import, 3) Functions (create_table, insert_data, select_data) are defined AFTER they are referenced in the PythonOperator calls, which would cause NameError at parse time, 4) Uses invalid 'depends_on' parameter in PythonOperator (should use 'set_upstream' or '>>' operator for dependencies). These are significant code quality issues that prevent the DAG from running.",1,"Despite implementation issues, the code does attempt to fulfill the instruction requirements: it creates a DAG with sequential SQL tasks (create table, insert data, select data), demonstrates task chaining with dependencies (using >> operator at the end), and shows a complete database operation lifecycle with atomic interactions. The business logic intent matches the instruction.",0.3333333333333333
446,Baseline (Qwen 2.5 1.5B Instruct),127,0,"The code uses PythonOperator with GoogleCloudStorageHook instead of using native GCS operators. Airflow provides specific operators like GCSListObjectsOperator, GCSToGCSOperator, and other GCS-specific operators from airflow.providers.google.cloud.operators.gcs that should be used for idiomatic Airflow code. The pattern of wrapping hook logic in PythonOperator is explicitly non-idiomatic.",0,"The code references undefined functions 'list_files' and 'transfer_files' that are never defined in the code. These functions are called in PythonOperators but don't exist, making this code non-functional. Additionally, 'airflow.operators.python_operator' is deprecated in Airflow 3.x (should be 'airflow.operators.python').",0,"The instruction requires: (1) time-span based file processing, (2) custom transformation script application, (3) automated setup, (4) transformation, (5) cleanup of cloud storage resources. The code fails on multiple counts: no time-span filtering logic is implemented, no actual transformation logic exists (just a print statement), no setup tasks are defined, and critically, no cleanup tasks are included. The hardcoded loop of 10 files doesn't implement dynamic time-span based selection.",0.0
447,Baseline (Qwen 2.5 1.5B Instruct),128,0,"The code uses AzureBlobStorageHook directly and calls its methods as if they were tasks, but Hooks are not Operators. The code should use proper Operators like LocalFilesystemToADLSOperator, AzureDataLakeStorageDeleteOperator, or WasbDeleteBlobOperator. Instead, it incorrectly treats Hook methods (upload_file_to_container, wait_for_blob_availability, delete_blob) as if they return task objects that can be chained with >>. This is not idiomatic Airflow - tasks must be created using Operators, not by calling Hook methods directly.",0,"The code contains multiple hallucinated methods that don't exist in the AzureBlobStorageHook class. Specifically, 'wait_for_blob_availability' is not a real method of AzureBlobStorageHook. Additionally, the code is missing the 'datetime' import which is used in default_args. The usage pattern itself (calling Hook methods directly as tasks) suggests a fundamental misunderstanding of the Airflow architecture.",0,"While the instruction asks for file upload and immediate deletion operations, the code does not properly implement these as executable tasks. The code attempts to create an upload task, a wait task, and a delete task, but none of these are actual Airflow tasks - they're just method calls on a Hook object. The DAG would fail to execute because no actual Operators are instantiated. A proper implementation would use operators like PythonOperator wrapping Hook calls, or native Azure operators for these operations.",0.0
448,Baseline (Qwen 2.5 1.5B Instruct),129,0,"The code does not use Airflow's Redis provider operators. Airflow 3.0.6 has `airflow.providers.redis` with operators like RedisPublishOperator and sensors like RedisKeySensor. Instead, the code wraps Redis logic in PythonOperator with manual Redis client instantiation, which is not idiomatic. Additionally, DummyOperator is incorrectly configured with `python_callable` parameter (which doesn't exist for DummyOperator), showing confusion between operator types.",0,"The code contains multiple errors that would prevent it from running: (1) Uses deprecated `airflow.operators.dummy_operator` and `airflow.operators.python_operator` instead of `airflow.operators.empty` and `airflow.operators.python` for Airflow 3.x, (2) DummyOperator is given a `python_callable` parameter which doesn't exist for that operator type, (3) `timedelta` is used without being imported, (4) `depends_on` parameter doesn't exist in Airflow operators (should use `>>` or `set_upstream`). While not test harness leakage, these are significant implementation errors.",0,"The DAG fails to properly implement the required workflow. The instruction asks to: (1) publish a start signal to Redis, (2) wait for a confirmation key before advancing. However, the implementation is broken: the publish task uses DummyOperator with invalid parameters instead of actually publishing, the wait task doesn't actually poll/wait for Redis confirmation (just a DummyOperator), and the process_confirmation task has incorrect trigger_rule='one_failed' which would only run on failure. There's no actual waiting/polling mechanism (should use RedisSensor or similar) to block until confirmation is received.",0.0
449,Baseline (Qwen 2.5 1.5B Instruct),130,0,"The code wraps Azure Synapse operations in PythonOperator functions using MSSQLHook instead of using native Azure Synapse operators. Airflow provides airflow.providers.microsoft.azure.operators.synapse (e.g., AzureSynapseRunPipelineOperator, AzureSynapseRunSparkBatchOperator) specifically designed for triggering and monitoring Synapse pipelines. The instruction explicitly asks to 'trigger and monitor the pipeline execution' which suggests using pipeline operators, not generic SQL operations wrapped in PythonOperator.",0,"The code imports 'PythonOperator' from 'airflow.operators.python_operator', which is deprecated in Airflow 3.0.0. The correct import should be 'from airflow.operators.python import PythonOperator'. Additionally, 'datetime' and 'timedelta' are used but never imported. The code also references non-existent methods like 'hook.insert_rows(table=..., dataframe=...)' - MSSQLHook does not have an insert_rows method that accepts a dataframe parameter. These are implementation errors that would prevent the code from running.",0,"The instruction asks to 'trigger and monitor the pipeline execution' of a 'predefined data processing pipeline' in Azure Synapse. The code instead implements a custom ETL workflow using SQL queries against Synapse as a database, not triggering an existing Synapse pipeline. It also lacks proper error handling (no try-except blocks, no on_failure_callback) and logging (no explicit logging statements) as requested. The workflow does not monitor pipeline execution status, which is a key requirement for Synapse pipeline orchestration.",0.0
450,Baseline (Qwen 2.5 1.5B Instruct),131,0,"The code attempts to use WinRMOperator from 'airflow.providers.microsoft.windows.winrm', but this is not the correct import path. The actual operator in Airflow 2.9.3 is WinRMOperator from 'airflow.providers.microsoft.winrm.operators.winrm'. Additionally, the code uses the deprecated 'DummyOperator' instead of 'EmptyOperator'. The import path hallucination makes this non-idiomatic.",0,"The code contains a hallucinated import path 'airflow.providers.microsoft.windows.winrm' which does not exist in standard Airflow. The correct path should be 'airflow.providers.microsoft.winrm.operators.winrm'. Additionally, the code references 'winrm_tasks' list in the dependency setup section, but this list is never created - tasks are created in a loop but not stored. The code also uses non-existent parameters like 'log_cli' and 'catch_exceptions' which are not valid WinRMOperator parameters.",0,"The instruction asks for 'parallel task execution and dependency tracking' simulating 'real-world remote server management scenarios'. However, the code has critical flaws: (1) It uses zip() which pairs hosts with commands 1-to-1, creating only 3 tasks instead of executing all commands on all hosts; (2) The dependency setup references 'winrm_tasks' which is never defined, making the code non-functional; (3) The intended sequential dependencies contradict the requirement for 'parallel task execution'. The code does not fulfill the requirement for distributed task automation with proper parallel execution and dependency tracking.",0.0
451,Baseline (Qwen 2.5 1.5B Instruct),132,0,"While the code attempts to use Airflow providers and operators, it references multiple operators and sensors that do not exist in the official Airflow Google Cloud provider package. Specifically, 'BigtableInstanceOperator', 'BigtableTableCreationOperator', 'BigtableTableDeletionOperator', 'BigtableInstanceDeletionOperator', 'BigtableTableCreationSensor', and 'BigtableTableDeletionSensor' are not real operators/sensors in Airflow 2.9.3. The correct operators should be 'BigtableCreateInstanceOperator', 'BigtableCreateTableOperator', 'BigtableDeleteInstanceOperator', 'BigtableDeleteTableOperator', etc. from 'airflow.providers.google.cloud.operators.bigtable'. Additionally, 'BigQueryToBigtableOperator' does not exist as a standard transfer operator. The code shows intent to be idiomatic but uses incorrect/non-existent operator names.",0,"The code contains multiple hallucinated operators and sensors that do not exist in the Airflow codebase: 'BigtableInstanceOperator', 'BigtableTableCreationOperator', 'BigtableTableDeletionOperator', 'BigtableInstanceDeletionOperator', 'BigtableTableCreationSensor', 'BigtableTableDeletionSensor', and 'BigQueryToBigtableOperator'. Additionally, the code has syntax errors (missing datetime and timedelta imports, duplicate 'column_family_id' parameters in create_table task, invalid 'storage_type' value 'PROFILER' instead of 'SSD' or 'HDD'). These are fabricated components that would cause import and runtime errors.",0,"The instruction requires: (1) dynamic resource allocation, (2) replication monitoring, and (3) systematic teardown with configurable parameters. The code attempts teardown (delete tasks) but fails on the other requirements. There is no dynamic resource allocation (hardcoded values, no parameterization or Variables/Params usage). There is no replication monitoring - the 'monitor_table_health' task just checks if a table exists, not replication status or cluster health. The code lacks configurable parameters (all values are hardcoded strings). The workflow structure is also incomplete as it doesn't define task dependencies, making the execution order undefined.",0.0
452,Baseline (Qwen 2.5 1.5B Instruct),133,0,"The code uses BashOperator with AWS CLI and gsutil commands instead of using Airflow's native cloud provider operators. Idiomatic Airflow would use S3ToGCSOperator, S3CreateObjectOperator, S3DeleteObjectOperator, GCSDeleteObjectOperator, etc. from airflow.providers.amazon.aws and airflow.providers.google.cloud packages. Using bash commands bypasses Airflow's connection management, retry logic, and monitoring capabilities.",0,"The code has multiple issues: 1) Imports 'BashOperator' from 'airflow.operators' which is incorrect syntax for Airflow 3.0.1 (should be 'from airflow.operators.bash import BashOperator'), 2) Uses 'datetime' without importing it, 3) Uses deprecated 'dag' parameter in operator instantiation (Airflow 3.x uses context managers or default_args). These are not hallucinations per se but represent broken/non-functional code that wouldn't run in production.",0,"The instruction requires: 1) Transfer CSV between cloud storage platforms (S3 to GCS), 2) Robust testing mechanisms, 3) Teardown mechanisms, 4) Infrastructure-as-code principles. The code fails on multiple counts: a) Never actually transfers to GCS - only downloads from S3 to local, b) No testing mechanisms implemented, c) Teardown is partial (deletes from S3 and GCS but GCS upload is missing), d) The workflow doesn't complete the transfer pipeline (upload to S3 → download → delete, but no GCS upload step). The delete_from_gcs task is orphaned with no dependencies and references a file that was never uploaded to GCS.",0.0
453,Baseline (Qwen 2.5 1.5B Instruct),134,0,"The code uses BigQuery operators instead of Google Analytics Admin API operators. While it uses specific operators (not PythonOperator wrappers), they are completely wrong for the task. The instruction requires Google Analytics Admin API operators (e.g., GoogleAnalyticsAdminCreatePropertyOperator, GoogleAnalyticsAdminListAccountsOperator, etc.), but the code uses BigQuery operators (BigQueryCreateDatasetOperator, BigQueryDeleteDatasetOperator, etc.). This is a fundamental mismatch.",0,"The code contains multiple issues: (1) Missing imports for 'datetime' and 'timedelta', (2) Uses non-existent operators like 'BigQueryListDatasetsOperator' which doesn't exist in the standard Airflow providers, (3) Incorrect import path 'bigquery_operator' which is deprecated in Airflow 3.0.1 (should be from airflow.providers.google.cloud.operators.bigquery), (4) BigQueryInsertRowsOperator parameters are incorrect (mixes table insert with load job parameters). The code would not run as-is.",0,"The instruction explicitly asks for 'managing Google Analytics admin tasks, including creating, listing, and deleting properties and data streams' using 'Google Analytics Admin API'. The generated code completely ignores this and instead implements BigQuery dataset operations. There is zero alignment with the requested functionality - no Google Analytics properties, no data streams, no Analytics Admin API interaction whatsoever.",0.0
454,Baseline (Qwen 2.5 1.5B Instruct),135,0,"The code fails to use Yandex Cloud-specific operators. The instruction explicitly requests a 'Yandex Cloud data query workflow', but the code uses generic BashOperator with an echo command instead of the appropriate YandexCloudDataprocOperator or similar Yandex-specific provider. Additionally, it references BigQuery (a Google Cloud service) rather than Yandex Cloud services. For the final empty operator, it should use EmptyOperator (or DummyOperator in older versions) instead of BashOperator with an empty command.",0,"The code contains multiple issues: (1) Incorrect import statement 'from airflow.operators import BashOperator' - should be 'from airflow.operators.bash import BashOperator' for Airflow 3.0.6; (2) Missing imports for 'datetime' and 'timedelta'; (3) The bash_command has an unclosed quote in the SQL query string; (4) References BigQuery in comments and dag_id despite the instruction asking for Yandex Cloud. These are not hallucinations of test code, but represent broken/non-functional code that would fail on execution.",0,"The code fails to meet the core instruction requirement. The user explicitly requested a 'Yandex Cloud data query workflow', but the implementation uses BigQuery references and doesn't actually execute any real SQL query (just echoes a string). While it does include a final empty operator as requested, it uses BashOperator incorrectly instead of the proper EmptyOperator. The code does not demonstrate a functional Yandex Cloud integration or execute an actual SQL query against any Yandex service.",0.0
455,Baseline (Qwen 2.5 1.5B Instruct),136,0,"The code uses deprecated operators from Airflow 3.0.1. It imports 'PythonOperator' from 'airflow.operators.python_operator' and 'DummyOperator' from 'airflow.operators.dummy_operator', which were deprecated in Airflow 2.0+ and removed in 3.0. In Airflow 3.0.1, these should be imported from 'airflow.operators.python' and 'airflow.operators.empty' respectively. Additionally, BashOperator and EmailOperator are used without proper imports shown in the code.",0,"The code has multiple issues: (1) Missing imports for 'datetime', 'timedelta', 'BashOperator', and 'EmailOperator'. (2) Attempts to use '.output' attribute on operators (e.g., 'generate_random_number.output'), which doesn't exist in Airflow - XCom should be used instead. (3) The code references operators that aren't properly imported or defined. These are significant errors that would prevent the code from running.",0,"The instruction specifically asks for 'advanced branching techniques', 'dynamically select task paths', 'handle complex workflow routing', 'random selection', 'external Python execution', and 'virtual environment task execution' with 'conditional task routing'. However, the code implements a simple linear pipeline (generate_random_number >> check_even_odd >> print_result >> execute_command >> send_email) with no actual branching logic. There's no use of BranchPythonOperator, no conditional routing, no ExternalPythonOperator, and no PythonVirtualenvOperator. The code completely fails to demonstrate the core requirement of branching and conditional task path selection.",0.0
456,Baseline (Qwen 2.5 1.5B Instruct),137,0,"The code uses BashOperator with gcloud CLI commands instead of the idiomatic Airflow approach. For Google Cloud BigQuery operations, it should use 'airflow.providers.google.cloud.operators.bigquery.BigQueryInsertJobOperator' or similar BigQuery-specific operators from the Google Cloud provider package. Using BashOperator for database operations is not the Airflow best practice when native operators exist.",0,"The code imports 'BashOperator' from 'airflow.operators' which is incorrect for Airflow 3.0.0. The correct import should be 'from airflow.operators.bash import BashOperator'. Additionally, 'datetime' is used but never imported. The code also contains syntax errors (missing closing quote in commit_task bash_command) and would not execute successfully.",0,"The instruction asks for a 'controlled database transaction process with explicit start and cancellation steps' that 'ensures data consistency and prevents unintended persistent changes'. The DAG has a critical flaw: it chains commit_task >> rollback_task, meaning it would commit changes and then attempt to rollback, which makes no logical sense. A proper implementation should use branching logic or trigger rules to either commit OR rollback based on success/failure, not execute both sequentially. The current flow would persist changes (commit) before attempting rollback, failing to 'prevent unintended persistent changes' as requested.",0.0
457,Baseline (Qwen 2.5 1.5B Instruct),139,0,"The code fails to use idiomatic Airflow patterns. It creates a custom ElasticsearchHook class and wraps it in a PythonOperator instead of using the official airflow.providers.elasticsearch.hooks.elasticsearch.ElasticsearchHook and appropriate operators. For Airflow 2.8.4, the proper approach would be to use the Elasticsearch provider package (airflow-providers-elasticsearch) with its native hooks and operators, or at minimum use the existing ElasticsearchHook rather than creating a custom one.",0,"The code has several issues: (1) Missing imports for 'datetime' and 'timedelta' which are referenced but not imported, (2) Uses deprecated 'PythonOperator' import path - should be 'airflow.operators.python.PythonOperator' in Airflow 2.x, (3) The elasticsearch library is imported directly without using Airflow's provider pattern, (4) The code is incomplete and would not run as-is (ellipsis in vector data, incomplete vector dimensions). While not importing test harness code, it contains production-breaking issues.",0,"The instruction specifically asks for: (1) configurable parameters like index name, namespace, and batch size - the code hardcodes these values and doesn't implement batch size at all, (2) dynamically load vector embeddings from environment variables or predefined lists - the code only shows hardcoded vectors with no environment variable loading or dynamic loading mechanism, (3) demonstrates automated vector data insertion - while it attempts insertion, the implementation is incomplete and non-functional. The code misses key requirements around configurability and dynamic loading.",0.0
458,Baseline (Qwen 2.5 1.5B Instruct),140,0,"The code exclusively uses PythonOperator for all tasks (load_data, transform_data, write_data) instead of leveraging specific Airflow providers and operators designed for these operations. For enterprise BI workbook refresh scenarios, it should use providers like Tableau, Power BI, or database-specific operators (e.g., SnowflakeOperator, PostgresOperator). The pattern of wrapping everything in PythonOperator is not idiomatic Airflow.",0,"The code references undefined functions (load_data_from_csv, transform_data_function, write_data_to_database) that are never imported or defined, making it non-executable. Additionally, it uses the deprecated 'airflow.operators.python_operator' import path (should be 'airflow.operators.python' in Airflow 3.0.6). There are also syntax errors in the op_kwargs dictionaries (missing closing braces). While not test harness leakage, this code is not production-ready or clean.",0,"The instruction specifically asks for 'workbook refreshes' and 'monitor their completion status using different execution strategies' for enterprise BI reporting systems. The provided code is a generic ETL pipeline (load CSV → transform → write to database) with no workbook refresh functionality, no BI tool integration (Tableau, Power BI, Looker, etc.), no completion status monitoring, and no demonstration of different execution strategies (async, sync, polling, webhooks, etc.). It completely misses the core requirements.",0.0
459,Baseline (Qwen 2.5 1.5B Instruct),141,0,"The code fails to use idiomatic Airflow patterns. It uses BashOperator with AWS CLI commands instead of the dedicated AWS Glue DataBrew operators available in airflow.providers.amazon.aws.operators.glue_databrew (e.g., GlueDataBrewStartJobRunOperator). While it imports GlueHook and S3Hook, these are never used. The code wraps AWS CLI commands in BashOperator rather than using native Airflow providers designed for AWS Glue DataBrew operations.",0,"The code contains a critical error: it imports 'BashOperator' from 'airflow.operators' which is incorrect syntax for Airflow 3.0.6. The correct import should be 'from airflow.operators.bash import BashOperator'. Additionally, the code confuses AWS Glue (ETL jobs) with AWS Glue DataBrew (data preparation/profiling service). The bash commands use 'aws glue start-job' which is for Glue ETL jobs, not DataBrew profiling jobs. DataBrew requires different commands like 'aws databrew start-job-run'. The imports of GlueHook and S3Hook are never utilized, indicating incomplete or confused implementation.",0,"The instruction specifically requests an 'AWS Glue DataBrew data profiling workflow' with creating, executing, and cleaning up a data processing job. However, the code does not properly implement DataBrew operations. It uses generic Glue commands instead of DataBrew-specific operations (DataBrew datasets, recipes, profile jobs). The workflow lacks proper DataBrew resource creation (dataset, profile job creation), execution (profile job run), and cleanup (deleting DataBrew resources). The code attempts to delete a Glue Catalog table rather than DataBrew resources. It does not demonstrate end-to-end data preparation and profiling as requested.",0.0
460,Baseline (Qwen 2.5 1.5B Instruct),142,0,"The code uses outdated and incorrect operators. It imports 'PythonOperator' from the deprecated 'airflow.operators.python_operator' module (should be 'airflow.operators.python'). More critically, it uses 'MlEngineTrainOperator' which is for the legacy AI Platform (ML Engine), not for Vertex AI. For fine-tuning Gemini models on Vertex AI, it should use operators from 'airflow.providers.google.cloud.operators.vertex_ai' such as 'CreatePipelineJobOperator' or specific tuning operators. The 'GoogleCloudStorageToBigQueryOperator' is also misused - it's for loading data to BigQuery, not uploading to GCS.",0,"The code contains multiple issues: (1) Missing imports for 'datetime' and 'timedelta', (2) References undefined function 'your_final_function' without implementation, (3) Uses non-existent or incorrectly named operators like 'MlEngineTrainOperator' with parameters that don't match actual API (e.g., 'dataset_id', 'train_steps' are not valid parameters for this operator), (4) The 'GoogleCloudStorageToBigQueryOperator' usage doesn't align with its actual purpose or parameters. While not importing test utilities, the code is not production-ready due to these fabricated elements.",0,"The instruction specifically asks for fine-tuning a Google Vertex AI generative model (Gemini) using supervised learning. The code fails to use any Vertex AI operators and instead uses the legacy ML Engine operator which doesn't support Gemini model fine-tuning. It doesn't demonstrate the actual Vertex AI fine-tuning workflow, doesn't prepare training data in the required format for Gemini fine-tuning (JSONL format), and doesn't use the appropriate Vertex AI tuning job operators. The business logic for Vertex AI Gemini fine-tuning is not implemented.",0.0
461,Baseline (Qwen 2.5 1.5B Instruct),143,0,The code uses PythonOperator with TrinoHook for all SQL operations instead of using the native TrinoOperator from airflow.providers.trino.operators.trino. This is the anti-pattern described in the scoring criteria - wrapping hook logic in PythonOperator instead of using the purpose-built operator. The idiomatic approach would be: `from airflow.providers.trino.operators.trino import TrinoOperator` and then use it directly with SQL statements.,0,"The code imports 'PythonOperator' from 'airflow.operators.python_operator', which is deprecated in Airflow 3.0.1. The correct import should be 'from airflow.operators.python import PythonOperator'. Additionally, 'datetime' is used but never imported (line with start_date). The code also instantiates the TrinoHook at the module level outside of task context, which is not a production-ready pattern as it creates the hook at parse time rather than execution time.",1,"The DAG fulfills all requirements from the instruction: (1) executes SQL operations sequentially against Trino, (2) demonstrates task dependencies with the >> operator, (3) showcases progressive data transformation (create schema → create table → insert data → query), (4) creates schemas, (5) generates tables, (6) inserts data, and (7) performs parameterized queries. The business logic requested is complete despite implementation issues.",0.3333333333333333
